Timestamp;Index;CoordX;CoordY;CoordZ;Epipolar;Triangulation;Probability;LeftIndex;RightIndex
0x000000005a4fa33b;2;82.3430;-6.7731;812.3655;-0.0308;0.0111;1.0000;1;1
0x000000005a4fa33b;3;118.3601;-32.9692;788.1586;0.0416;0.0144;1.0000;0;0
0x000000005a4fba8d;0;92.7537;47.2569;825.1114;-0.5188;0.1891;1.0000;3;3
0x000000005a4fba8d;1;143.2767;28.6272;795.6736;0.2065;0.0718;1.0000;2;2
0x000000005a4fba8d;2;82.3496;-6.7795;812.3792;-0.0222;0.0080;1.0000;1;1
0x000000005a4fba8d;3;118.3668;-32.9781;788.1832;0.0388;0.0135;1.0000;0;0
0x000000005a500083;0;92.7403;47.2431;825.1495;-0.5141;0.1874;1.0000;3;3
0x000000005a500083;1;143.2494;28.6065;795.6852;0.1999;0.0695;1.0000;2;2
0x000000005a500083;2;82.3315;-6.7973;812.4359;-0.0245;0.0088;1.0000;1;1
0x000000005a500083;3;118.3378;-33.0012;788.2281;0.0401;0.0139;1.0000;0;0
0x000000005a50237f;0;92.7274;47.2372;825.1718;-0.5235;0.1908;1.0000;3;3
0x000000005a50237f;1;143.2265;28.5962;795.7014;0.1992;0.0692;1.0000;2;2
0x000000005a50237f;2;82.3099;-6.8016;812.4675;-0.0282;0.0102;1.0000;1;1
0x000000005a50237f;3;118.3088;-33.0094;788.2440;0.0360;0.0125;1.0000;0;0
0x000000005a506975;0;92.7222;47.2221;825.2430;-0.5202;0.1896;1.0000;3;3
0x000000005a506975;1;143.2148;28.5742;795.7682;0.2038;0.0708;1.0000;2;2
0x000000005a506975;2;82.2893;-6.8117;812.5168;-0.0288;0.0104;1.0000;1;1
0x000000005a506975;3;118.2800;-33.0233;788.2961;0.0398;0.0138;1.0000;0;0
0x000000005a508c70;0;92.7277;47.2085;825.2842;-0.5239;0.1910;1.0000;3;3
0x000000005a508c70;1;143.2294;28.5621;795.8240;0.1961;0.0682;1.0000;2;2
0x000000005a508c70;2;82.3002;-6.8247;812.5575;-0.0257;0.0093;1.0000;1;1
0x000000005a508c70;3;118.2961;-33.0372;788.3474;0.0368;0.0128;1.0000;0;0
0x000000005a50c6be;0;92.7533;47.1683;825.3414;-0.5137;0.1873;1.0000;3;3
0x000000005a50c6be;1;143.2819;28.5193;795.9378;0.1922;0.0668;1.0000;2;2
0x000000005a50c6be;2;82.3445;-6.8702;812.6309;-0.0243;0.0088;1.0000;1;1
0x000000005a50c6be;3;118.3660;-33.0834;788.4614;0.0399;0.0138;1.0000;0;0
0x000000005a50e9b9;0;92.7760;47.1414;825.3641;-0.5191;0.1893;1.0000;3;3
0x000000005a50e9b9;1;143.3263;28.4826;795.9990;0.2021;0.0703;1.0000;2;2
0x000000005a50e9b9;2;82.3750;-6.9006;812.6492;-0.0265;0.0095;1.0000;1;1
0x000000005a50e9b9;3;118.4135;-33.1203;788.5174;0.0369;0.0128;1.0000;0;0
0x000000005a512faf;0;92.8132;47.0917;825.3546;-0.4983;0.1817;1.0000;3;3
0x000000005a512faf;1;143.3997;28.4337;796.0494;0.2055;0.0715;1.0000;2;2
0x000000005a512faf;2;82.4259;-6.9474;812.6262;-0.0238;0.0086;1.0000;1;1
0x000000005a512faf;3;118.4931;-33.1669;788.5287;0.0391;0.0136;1.0000;0;0
0x000000005a5152ab;0;92.8251;47.0834;825.3194;-0.5068;0.1847;1.0000;3;3
0x000000005a5152ab;1;143.4152;28.4341;796.0109;0.2071;0.0720;1.0000;2;2
0x000000005a5152ab;2;82.4437;-6.9559;812.5764;-0.0245;0.0088;1.0000;1;1
0x000000005a5152ab;3;118.5159;-33.1669;788.4748;0.0408;0.0141;1.0000;0;0
0x000000005a5198a1;0;92.8268;47.0934;825.2002;-0.5058;0.1844;1.0000;3;3
0x000000005a5198a1;1;143.4018;28.4794;795.8394;0.1982;0.0689;1.0000;2;2
0x000000005a5198a1;2;82.4506;-6.9400;812.4164;-0.0186;0.0067;1.0000;1;1
0x000000005a5198a1;3;118.5106;-33.1232;788.2762;0.0363;0.0126;1.0000;0;0
0x000000005a51aff3;0;92.8232;47.1001;825.1495;-0.5128;0.1869;1.0000;3;3
0x000000005a51aff3;1;143.3881;28.5013;795.7759;0.2031;0.0706;1.0000;2;2
0x000000005a51aff3;2;82.4425;-6.9251;812.3557;-0.0224;0.0081;1.0000;1;1
0x000000005a51aff3;3;118.4978;-33.0993;788.1993;0.0448;0.0155;1.0000;0;0
0x000000005a51f5ea;0;92.8094;47.1422;825.0441;-0.5093;0.1856;1.0000;3;3
0x000000005a51f5ea;1;143.3496;28.5649;795.6018;0.1992;0.0692;1.0000;2;2
0x000000005a51f5ea;2;82.4138;-6.8708;812.2133;-0.0293;0.0106;1.0000;1;1
0x000000005a51f5ea;3;118.4435;-33.0271;787.9925;0.0407;0.0141;1.0000;0;0
0x000000005a52248e;0;92.8130;47.1771;824.9911;-0.5080;0.1851;1.0000;3;3
0x000000005a52248e;1;143.3429;28.6028;795.5337;0.2018;0.0701;1.0000;2;2
0x000000005a52248e;2;82.4110;-6.8339;812.1510;-0.0263;0.0095;1.0000;1;1
0x000000005a52248e;3;118.4318;-32.9872;787.9133;0.0413;0.0143;1.0000;0;0
0x000000005a525edc;0;92.8407;47.2221;824.9656;-0.5122;0.1867;1.0000;3;3
0x000000005a525edc;1;143.3689;28.6459;795.5051;0.2060;0.0716;1.0000;2;2
0x000000005a525edc;2;82.4389;-6.7891;812.1225;-0.0245;0.0088;1.0000;1;1
0x000000005a525edc;3;118.4586;-32.9440;787.8904;0.0375;0.0130;1.0000;0;0
0x000000005a5281d7;0;92.8646;47.2472;824.9597;-0.5152;0.1877;1.0000;3;3
0x000000005a5281d7;1;143.3971;28.6699;795.5127;0.2085;0.0725;1.0000;2;2
0x000000005a5281d7;2;82.4690;-6.7669;812.1221;-0.0220;0.0079;1.0000;1;1
0x000000005a5281d7;3;118.4961;-32.9233;787.9048;0.0371;0.0128;1.0000;0;0
0x000000005a52c7cd;0;92.9158;47.2922;824.9741;-0.5001;0.1822;1.0000;3;3
0x000000005a52c7cd;1;143.4673;28.7159;795.5504;0.2139;0.0743;1.0000;2;2
0x000000005a52c7cd;2;82.5363;-6.7253;812.1543;-0.0163;0.0059;1.0000;1;1
0x000000005a52c7cd;3;118.5818;-32.8820;787.9557;0.0478;0.0166;1.0000;0;0
0x000000005a52eac8;0;92.9451;47.3186;824.9975;-0.5118;0.1865;1.0000;3;3
0x000000005a52eac8;1;143.5013;28.7381;795.5773;0.2050;0.0712;1.0000;2;2
0x000000005a52eac8;2;82.5653;-6.7017;812.1636;-0.0212;0.0077;1.0000;1;1
0x000000005a52eac8;3;118.6153;-32.8590;787.9776;0.0402;0.0139;1.0000;0;0
0x000000005a5330bf;0;92.9993;47.3665;825.0359;-0.4998;0.1821;1.0000;3;3
0x000000005a5330bf;1;143.5640;28.7901;795.6396;0.2115;0.0735;1.0000;2;2
0x000000005a5330bf;2;82.6224;-6.6509;812.2054;-0.0195;0.0070;1.0000;1;1
0x000000005a5330bf;3;118.6777;-32.8055;788.0160;0.0381;0.0132;1.0000;0;0
0x000000005a534811;0;93.0176;47.3800;825.0516;-0.5041;0.1837;1.0000;3;3
0x000000005a534811;1;143.5877;28.8096;795.6620;0.2106;0.0732;1.0000;2;2
0x000000005a534811;2;82.6450;-6.6353;812.2185;-0.0160;0.0058;1.0000;1;1
0x000000005a534811;3;118.7046;-32.7864;788.0359;0.0380;0.0132;1.0000;0;0
0x000000005a538e08;0;93.0820;47.4283;825.0948;-0.5079;0.1851;1.0000;3;3
0x000000005a538e08;1;143.6674;28.8668;795.7302;0.2077;0.0722;1.0000;2;2
0x000000005a538e08;2;82.7285;-6.5962;812.2619;-0.0217;0.0078;1.0000;1;1
0x000000005a538e08;3;118.8031;-32.7399;788.1036;0.0410;0.0142;1.0000;0;0
0x000000005a53b103;0;93.1085;47.4444;825.1086;-0.5118;0.1865;1.0000;3;3
0x000000005a53b103;1;143.7033;28.8893;795.7640;0.2036;0.0708;1.0000;2;2
0x000000005a53b103;2;82.7702;-6.5838;812.2934;-0.0190;0.0068;1.0000;1;1
0x000000005a53b103;3;118.8564;-32.7245;788.1434;0.0456;0.0158;1.0000;0;0
0x000000005a53eb50;0;93.1440;47.4649;825.1403;-0.5148;0.1876;1.0000;3;3
0x000000005a53eb50;1;143.7488;28.9130;795.8069;0.2031;0.0706;1.0000;2;2
0x000000005a53eb50;2;82.8228;-6.5721;812.3431;-0.0231;0.0083;1.0000;1;1
0x000000005a53eb50;3;118.9208;-32.7121;788.2104;0.0467;0.0162;1.0000;0;0
0x000000005a5402a2;0;93.1524;47.4690;825.1491;-0.5120;0.1866;1.0000;3;3
0x000000005a5402a2;1;143.7616;28.9166;795.8247;0.2036;0.0708;1.0000;2;2
0x000000005a5402a2;2;82.8346;-6.5682;812.3594;-0.0223;0.0080;1.0000;1;1
0x000000005a5402a2;3;118.9370;-32.7105;788.2319;0.0433;0.0150;1.0000;0;0
0x000000005a544899;0;93.1706;47.4853;825.1737;-0.5045;0.1839;1.0000;3;3
0x000000005a544899;1;143.7880;28.9248;795.8626;0.2054;0.0714;1.0000;2;2
0x000000005a544899;2;82.8532;-6.5521;812.3883;-0.0212;0.0077;1.0000;1;1
0x000000005a544899;3;118.9581;-32.6995;788.2718;0.0455;0.0158;1.0000;0;0
0x000000005a546b94;0;93.1809;47.4979;825.1857;-0.5073;0.1849;1.0000;3;3
0x000000005a546b94;1;143.7968;28.9320;795.8725;0.2083;0.0724;1.0000;2;2
0x000000005a546b94;2;82.8592;-6.5419;812.3902;-0.0260;0.0094;1.0000;1;1
0x000000005a546b94;3;118.9658;-32.6916;788.2737;0.0388;0.0134;1.0000;0;0
0x000000005a54b18b;0;93.1933;47.5098;825.1838;-0.5133;0.1871;1.0000;3;3
0x000000005a54b18b;1;143.8156;28.9528;795.8818;0.2079;0.0723;1.0000;2;2
0x000000005a54b18b;2;82.8743;-6.5238;812.3826;-0.0213;0.0077;1.0000;1;1
0x000000005a54b18b;3;118.9848;-32.6679;788.2639;0.0404;0.0140;1.0000;0;0
0x000000005a54c8dd;0;93.1945;47.5102;825.1879;-0.5037;0.1836;1.0000;3;3
0x000000005a54c8dd;1;143.8206;28.9573;795.8881;0.2076;0.0721;1.0000;2;2
0x000000005a54c8dd;2;82.8788;-6.5205;812.3753;-0.0198;0.0071;1.0000;1;1
0x000000005a54c8dd;3;118.9924;-32.6616;788.2545;0.0364;0.0126;1.0000;0;0
0x000000005a550ed3;0;93.1936;47.5020;825.1853;-0.5114;0.1864;1.0000;3;3
0x000000005a550ed3;1;143.8173;28.9562;795.8769;0.2025;0.0704;1.0000;2;2
0x000000005a550ed3;2;82.8853;-6.5342;812.3687;-0.0226;0.0081;1.0000;1;1
0x000000005a550ed3;3;118.9983;-32.6655;788.2428;0.0474;0.0164;1.0000;0;0
0x000000005a5531ce;0;93.1854;47.4865;825.1935;-0.5069;0.1848;1.0000;3;3
0x000000005a5531ce;1;143.8051;28.9428;795.8739;0.2021;0.0702;1.0000;2;2
0x000000005a5531ce;2;82.8724;-6.5477;812.3748;-0.0226;0.0082;1.0000;1;1
0x000000005a5531ce;3;118.9841;-32.6812;788.2454;0.0392;0.0136;1.0000;0;0
0x000000005a5577c5;0;93.1627;47.4447;825.2172;-0.5044;0.1838;1.0000;3;3
0x000000005a5577c5;1;143.7708;28.8860;795.8873;0.2104;0.0731;1.0000;2;2
0x000000005a5577c5;2;82.8337;-6.5872;812.4111;-0.0216;0.0078;1.0000;1;1
0x000000005a5577c5;3;118.9313;-32.7302;788.2803;0.0423;0.0147;1.0000;0;0
0x000000005a558f17;0;93.1589;47.4328;825.2289;-0.5062;0.1845;1.0000;3;3
0x000000005a558f17;1;143.7589;28.8645;795.8972;0.2026;0.0704;1.0000;2;2
0x000000005a558f17;2;82.8226;-6.6014;812.4305;-0.0216;0.0078;1.0000;1;1
0x000000005a558f17;3;118.9153;-32.7523;788.2999;0.0392;0.0136;1.0000;0;0
0x000000005a55d50e;0;93.1400;47.3841;825.2644;-0.5048;0.1840;1.0000;3;3
0x000000005a55d50e;1;143.7335;28.7977;795.9338;0.2107;0.0732;1.0000;2;2
0x000000005a55d50e;2;82.8001;-6.6548;812.5005;-0.0202;0.0073;1.0000;1;1
0x000000005a55d50e;3;118.8854;-32.8219;788.3766;0.0414;0.0143;1.0000;0;0
0x000000005a55f809;0;93.1323;47.3596;825.2895;-0.5057;0.1844;1.0000;3;3
0x000000005a55f809;1;143.7259;28.7665;795.9545;0.2046;0.0711;1.0000;2;2
0x000000005a55f809;2;82.7945;-6.6813;812.5414;-0.0176;0.0063;1.0000;1;1
0x000000005a55f809;3;118.8773;-32.8554;788.4162;0.0431;0.0149;1.0000;0;0
0x000000005a563dff;0;93.1189;47.3330;825.3261;-0.5170;0.1885;1.0000;3;3
0x000000005a563dff;1;143.7046;28.7232;795.9835;0.1999;0.0695;1.0000;2;2
0x000000005a563dff;2;82.7812;-6.7211;812.6115;-0.0174;0.0063;1.0000;1;1
0x000000005a563dff;3;118.8593;-32.9065;788.4949;0.0484;0.0168;1.0000;0;0
0x000000005a565551;0;93.1120;47.3231;825.3322;-0.5124;0.1868;1.0000;3;3
0x000000005a565551;1;143.6940;28.7147;795.9847;0.2036;0.0708;1.0000;2;2
0x000000005a565551;2;82.7756;-6.7295;812.6312;-0.0232;0.0084;1.0000;1;1
0x000000005a565551;3;118.8515;-32.9171;788.5102;0.0484;0.0168;1.0000;0;0
0x000000005a569b48;0;93.0988;47.3219;825.3521;-0.5217;0.1902;1.0000;3;3
0x000000005a569b48;1;143.6701;28.7069;795.9908;0.2069;0.0719;1.0000;2;2
0x000000005a569b48;2;82.7542;-6.7347;812.6528;-0.0201;0.0072;1.0000;1;1
0x000000005a569b48;3;118.8220;-32.9260;788.5225;0.0501;0.0174;1.0000;0;0
0x000000005a56be43;0;93.0962;47.3228;825.3498;-0.5216;0.1901;1.0000;3;3
0x000000005a56be43;1;143.6652;28.7138;795.9836;0.2016;0.0701;1.0000;2;2
0x000000005a56be43;2;82.7489;-6.7293;812.6525;-0.0258;0.0093;1.0000;1;1
0x000000005a56be43;3;118.8145;-32.9176;788.5168;0.0504;0.0175;1.0000;0;0
0x000000005a57043a;0;93.1054;47.3326;825.3691;-0.5087;0.1854;1.0000;3;3
0x000000005a57043a;1;143.6810;28.7428;796.0008;0.2080;0.0723;1.0000;2;2
0x000000005a57043a;2;82.7640;-6.7107;812.6331;-0.0184;0.0066;1.0000;1;1
0x000000005a57043a;3;118.8353;-32.8840;788.4879;0.0456;0.0158;1.0000;0;0
0x000000005a574a30;0;93.1249;47.3470;825.3846;-0.5135;0.1872;1.0000;3;3
0x000000005a574a30;1;143.7182;28.7788;796.0352;0.2090;0.0727;1.0000;2;2
0x000000005a574a30;2;82.7978;-6.6916;812.6141;-0.0208;0.0075;1.0000;1;1
0x000000005a574a30;3;118.8842;-32.8464;788.4723;0.0440;0.0152;1.0000;0;0
0x000000005a579027;0;93.1371;47.3527;825.3999;-0.5190;0.1892;1.0000;3;3
0x000000005a579027;1;143.7360;28.7912;796.0633;0.2059;0.0716;1.0000;2;2
0x000000005a579027;2;82.8208;-6.6906;812.6335;-0.0160;0.0058;1.0000;1;1
0x000000005a579027;3;118.9126;-32.8390;788.4970;0.0433;0.0150;1.0000;0;0
0x000000005a57becb;0;93.1341;47.3454;825.4196;-0.5174;0.1886;1.0000;3;3
0x000000005a57becb;1;143.7288;28.7786;796.0787;0.2107;0.0733;1.0000;2;2
0x000000005a57becb;2;82.8171;-6.7007;812.6683;-0.0153;0.0055;1.0000;1;1
0x000000005a57becb;3;118.9056;-32.8551;788.5359;0.0433;0.0150;1.0000;0;0
0x000000005a5804c1;0;93.1232;47.3260;825.4687;-0.5135;0.1872;1.0000;3;3
0x000000005a5804c1;1;143.7109;28.7393;796.1196;0.2081;0.0724;1.0000;2;2
0x000000005a5804c1;2;82.7951;-6.7229;812.7328;-0.0199;0.0072;1.0000;1;1
0x000000005a5804c1;3;118.8761;-32.8913;788.5972;0.0485;0.0168;1.0000;0;0
0x000000005a581c14;0;93.1244;47.3227;825.4844;-0.5213;0.1901;1.0000;3;3
0x000000005a581c14;1;143.7079;28.7285;796.1359;0.2087;0.0726;1.0000;2;2
0x000000005a581c14;2;82.7883;-6.7282;812.7522;-0.0207;0.0075;1.0000;1;1
0x000000005a581c14;3;118.8673;-32.9021;788.6235;0.0447;0.0155;1.0000;0;0
0x000000005a58620a;0;93.1257;47.3076;825.5409;-0.5217;0.1902;1.0000;3;3
0x000000005a58620a;1;143.7157;28.7067;796.2088;0.2068;0.0719;1.0000;2;2
0x000000005a58620a;2;82.7902;-6.7423;812.8229;-0.0209;0.0075;1.0000;1;1
0x000000005a58620a;3;118.8715;-32.9231;788.6975;0.0472;0.0164;1.0000;0;0
0x000000005a588505;0;93.1301;47.2962;825.5701;-0.5156;0.1880;1.0000;3;3
0x000000005a588505;1;143.7259;28.6969;796.2524;0.2062;0.0717;1.0000;2;2
0x000000005a588505;2;82.8001;-6.7516;812.8519;-0.0221;0.0080;1.0000;1;1
0x000000005a588505;3;118.8864;-32.9326;788.7401;0.0471;0.0163;1.0000;0;0
0x000000005a58cafc;0;93.1332;47.2799;825.6158;-0.5079;0.1852;1.0000;3;3
0x000000005a58cafc;1;143.7426;28.6726;796.3260;0.2073;0.0721;1.0000;2;2
0x000000005a58cafc;2;82.8068;-6.7712;812.9166;-0.0186;0.0067;1.0000;1;1
0x000000005a58cafc;3;118.9064;-32.9596;788.8233;0.0463;0.0161;1.0000;0;0
0x000000005a58e24e;0;93.1326;47.2773;825.6277;-0.5126;0.1869;1.0000;3;3
0x000000005a58e24e;1;143.7398;28.6649;796.3369;0.2033;0.0707;1.0000;2;2
0x000000005a58e24e;2;82.8051;-6.7781;812.9294;-0.0202;0.0073;1.0000;1;1
0x000000005a58e24e;3;118.9029;-32.9690;788.8472;0.0478;0.0166;1.0000;0;0
0x000000005a592844;0;93.1074;47.2715;825.6477;-0.5128;0.1870;1.0000;3;3
0x000000005a592844;1;143.7070;28.6454;796.3420;0.2032;0.0707;1.0000;2;2
0x000000005a592844;2;82.7753;-6.7892;812.9702;-0.0212;0.0076;1.0000;1;1
0x000000005a592844;3;118.8645;-32.9904;788.8812;0.0480;0.0167;1.0000;0;0
0x000000005a593f97;0;93.1029;47.2727;825.6426;-0.5233;0.1908;1.0000;3;3
0x000000005a593f97;1;143.6954;28.6415;796.3350;0.2032;0.0707;1.0000;2;2
0x000000005a593f97;2;82.7626;-6.7868;812.9655;-0.0213;0.0077;1.0000;1;1
0x000000005a593f97;3;118.8460;-32.9925;788.8741;0.0452;0.0157;1.0000;0;0
0x000000005a59858d;0;93.0830;47.2786;825.6284;-0.5178;0.1888;1.0000;3;3
0x000000005a59858d;1;143.6691;28.6482;796.3049;0.1998;0.0695;1.0000;2;2
0x000000005a59858d;2;82.7299;-6.7738;812.9358;-0.0181;0.0065;1.0000;1;1
0x000000005a59858d;3;118.8036;-32.9786;788.8245;0.0474;0.0164;1.0000;0;0
0x000000005a59a888;0;93.0812;47.2911;825.6117;-0.5194;0.1894;1.0000;3;3
0x000000005a59a888;1;143.6631;28.6666;796.2811;0.2018;0.0702;1.0000;2;2
0x000000005a59a888;2;82.7265;-6.7581;812.9103;-0.0203;0.0073;1.0000;1;1
0x000000005a59a888;3;118.7978;-32.9556;788.7870;0.0452;0.0157;1.0000;0;0
